https://www.nytimes.com/,OK
http://www.nytimes.com/section/science,OK
https://static01.nyt.com/images/2017/02/22/sports/22sutton-web/22sutton-web-thumbstandard.jpg,N_OK
https://www.nytimes.com/seeallnav,OK
https://static01.nyt.com/images/2017/02/26/books/review/0226-bks-rafferty-cover/0226-bks-rafferty-cover-mediumsquare149.jpg,N_OK
https://www.nytimes.com/pages/automobiles/index.html,OK
https://static01.nyt.com/images/icons/ios-iphone-114x144.png,N_OK
http://www.nytimes.com/section/fashion,OK
https://www.nytimes.com/2017/02/20/technology/whatsapp-status-facebook-snapchat.html,OK
https://static01.nyt.com/images/2017/02/21/arts/21architect/21architect-mediumthreebytwo210.jpg,N_OK
http://www.nytimes.com/giftleftnav,OK
https://static01.nyt.com/images/2017/02/22/arts/22moonlightscore1/22moonlightscore1-mediumflexible177.jpg,N_OK
https://static01.nyt.com/images/2017/02/22/us/22lethal1/22lethal1-thumbstandard.jpg,N_OK
https://static01.nyt.com/images/2017/02/19/realestate/19ask/19ask-thumbstandard-v3.jpg,N_OK
https://static01.nyt.com/images/2017/02/22/world/22kullmannfive2/22kullmannfive2-thumbstandard.jpg,N_OK
https://www.nytimes.com/2017/02/17/upshot/trump-is-down-to-38-approval-how-much-does-it-mean.html,OK
https://static01.nyt.com/images/2017/02/22/opinion/21stevensonweb/21stevensonweb-thumbstandard.jpg,N_OK
https://www.nytimes.com/2017/02/20/movies/richard-schickel-dead-time-film-critic.html,OK
https://www.nytimes.com/pages/business/index.html,OK
https://static01.nyt.com/images/2017/02/16/automobiles/autoreviews/17driven1/17driven1-thumbstandard-v2.jpg,N_OK
http://www.nytimes.com/column/living-in,OK
https://www.nytimes.com/section/realestate,OK
https://www.nytimes.com/2017/02/18/opinion/sunday/are-liberals-helping-trump.html,OK
https://www.nytimes.com/membercenter,OK
https://www.nytimes.com/2017/02/21/insider/what-were-reading.html,OK
http://www.nytimes.com/ref/membercenter/help/infoservdirectory.html,OK
http://www.nytimes.com/crosswords/index.html,OK
http://www.nytimes.com/recommendations,OK
https://static01.nyt.com/images/2017/02/20/world/20gaza1/20gaza1-thumbstandard.jpg,N_OK
https://www.nytimes.com/2017/02/21/science/lip-reading-mcgurk-effect.html,OK
https://www.nytimes.com/2017/02/21/opinion/can-mcmaster-stabilize-trumps-foreign-policy-team.html,OK
http://www.nytimes.com/services/mobile/index.html,OK
https://www.nytimes.com/video/arts,OK
https://static01.nyt.com/images/2017/02/26/magazine/26firstwords/26firstwords-thumbstandard-v3.jpg,N_OK
https://www.nytimes.com/pages/opinion/index.html,OK
https://www.nytimes.com/2017/02/20/well/the-worst-that-could-happen-going-blind-people-say.html,OK
http://www.nytco.com/careers,N_OK
https://www.nytimes.com/2017/02/21/nyregion/city-college-of-new-york-president-investigation.html,OK
